user_id,business_id,date,review_stars,text,average_stars,user_name,user_review_count,categories,business_name,full_address,city,state,type,latitude,longitude,attributes.Good For.latenight,attributes.Alcohol
q7XSVNk_jUUDdePO-udoTg,k-ClRJsPYJtsI8NRtiLdTA,2014-05-04,3.0,"If you feel like sticking it to the poster child of francophilia that is le Québec, come eat here! 

On a more serious note, though, this place is merely okay. You do have a fair selection of (what tastes like) fresh fish to choose from and the fries were prepared well, but it's nothing to write home about and it is slightly overpriced. 

Steer clear if a claustrophobe., nan",3.08,Nick,24,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
qVmf7ZsItSDg9TfbVJvNeA,k-ClRJsPYJtsI8NRtiLdTA,2013-08-09,4.0,"Best fish and chips I ever had! My friend and I went there and she got the salmon fried in Guiness batter and I got the Cod fried in Burgendy Lion beer batter. You get two pieces of fish each so we swapped one of ours so we can both have a taste. Totally awesome! We also got the Tandoori popcorn shrimp which were sooooo good! Went extremely well with a few Guiness! I will go back for sure!, nan",3.42,Steven,12,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
rzoFasHTP6-C_sVKJcELBQ,k-ClRJsPYJtsI8NRtiLdTA,2015-02-03,4.0,"This really is the best fish and chips in town.  Like that they have six different types of fish, and their slightly herbed batter is light and damn tasty.  The fries are a bit above average and better than most places in Montreal.  (side note - for a city that serves up fries all over the place in many guises I find most places are below par compared to other cities I've lived), nan",2.82,Oldboy,16,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
sKH-c61KFLuMA_SBx05xVA,k-ClRJsPYJtsI8NRtiLdTA,2015-10-20,5.0,"The best fish and chips in Montreal. The bater is light the fish is melt in your mouth good. The service is just the best and very fast. Worthe the detour., nan",3.86,Shawn,7,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
sP9ob-l3EZ8KSmZjuqle0w,k-ClRJsPYJtsI8NRtiLdTA,2014-12-06,5.0,"Loved the relaxed atmosphere. 
Waiting staff very friendly. 
Food was exactly as expected : delicious!!!!, nan",5.0,Martin,2,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
sW66M3vQSJUuT75imyBsJQ,k-ClRJsPYJtsI8NRtiLdTA,2014-08-01,4.0,"Love Fish and Chips and these are amazing! I got the Cod my daughter got the Maple  battered haddock. Everything is fried to perfection and the chips are typical English chips, cut short and not super crispy., nan",3.92,Angela,25,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
sfZpUCrV7ISjn0TnOgiVLA,k-ClRJsPYJtsI8NRtiLdTA,2013-08-24,3.0,"Franchement décevant pour un resto de spécialité.
Ils sont situés dans un de mes coins préférés du Vieux-Montréal à proximité de la dernière rue éclairé au gaz de ville. On m'y accueille chaleureusement dans la langue de Molière. La décoration y est sobre, soigné et propre. 
Le menu est à ma surprise relativement varié pour un restaurant de spécialité. Mais je ne me suis pas déplacé par cette soirée orageuse pour manger un patté à la viande même si il est d'inspiration britannique. Parmi le choix de poisson offert je jette mon dévolue sur le Fish & chips à la morue bleue. J'ai été déçu de se qu'on m'a servi. Avant de continuer je dois ici faire une  parenthèse (oui encore une). Ma mère à force d'acharnement est arrivée à faire des Fish & chips aux dorées vraiment difficile à battre mais pas vraiment de style britannique. Je suis donc très exigeant et rarement satisfait de ce qu'on m'offre au resto dans ce domaine. J'ai aussi fait un voyage en Grande Bretagne et comme vous le savez quand on est pas très riche le Fish & chips est probablement la seule chose que l'on a les moyens de manger régulièrement. Je n'apprécie pas ce mélange de patte à frire croustillante à l'extérieur et mole à l'intérieur se fusionnant avec des traces d'un poisson à chaire mole et grasse. 
Pourquoi 3/5 : Même si je les comparent au Fish & chips que j'ai abondamment mangé aux UK ce qu'on m'offre ici se classe dans la moyenne sans plus. Pour moi c'est beaucoup trop gras. Après quelques bouchés je ne goutais plus rien tant mes papilles étaient saturé de matière adipeuse. Les frites était ma fois correcte, les quantités généreuses et la boîte pour emporter simple et jolie. Mais quand même je ne donnerai pas une étoile de supplémentaire pour une boîte! 

Donc j'y retournerais volontier si je suis dans le coin et qu'un ami veut essayer l'endroit, mais ne ferais jamais un détour spécialement pour goûter à leur cuisine. Pour mes rages de Fish & chips je reste fidèle au Comptoir 21., nan",4.12,Jean,74,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
spJUPXI7QaIctU0FO5c42w,k-ClRJsPYJtsI8NRtiLdTA,2015-11-03,5.0,"My last meal in Montreal did not rhyme with wooteen sadly, but it did feature a firey fish and chips number from this fine establishment. 

This part of town looks as if it recently came into some money, so it has a more posh exterior than the rest of Montreal, and while it lacks that North American Euro anytown look and feel so pervasive in the rest of the city, I kind of like it. It's clean, well maintained, and pretty quiet.

But, enough about that...onto the food! The fish was fried expertly, with a crisp finish and flaky interior. The chips were fat, plump and greased up just so to give off that perfect glisten. I had the poisson du mois, which is not only fun to say, but also fun to eat. This particular mois featured a sole with jerk batter that gave the fish a wee bit of kick.

I also love the origin story of the place that is on the menu, on the wall, and even on the paper in the basket, below the fish and chips., nan",4.18,Katie,1157,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
t9pZygD4CJACPIwrnDE22A,k-ClRJsPYJtsI8NRtiLdTA,2015-10-18,5.0,"This place is reasonably priced, has good service, and great food. (I ordered the cod.) Only wish is that there would be three pieces instead of two, but overall, it's a great place!, nan",2.49,Marysol,83,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
tsSFsrf7ra4okxlUJmGvxQ,k-ClRJsPYJtsI8NRtiLdTA,2015-09-06,5.0,"My son is a fish and chip fan and orders it wherever we go if it's on the menu. ""This is#1"" he says. And it is. The fish is fresh ( we chose cod) the batter was just right and they're fast. Even the tartar sauce was perfect. You gotta try if you're in Montreal, after all, a local recommended this place to us., nan",4.02,S,50,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
uT-oJ77TBwJBfwrdoyvCdA,k-ClRJsPYJtsI8NRtiLdTA,2015-05-18,5.0,"This spot took me back to London-town.
The menu is on a chalkboard as you walk in, they also have paper menu's you can select from.
The fish was crispy, fresh, and greasy (like it should be).  Served with a whole bundle of fries (they were a tad overdone) and wooden spork.
I don't think you can go wrong with any of the fish selections, the hake was tasty and made perfectly.
Sit at the bar area as it's great for people-watching., nan",3.11,Serena,412,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
vDfqsHp6xtKVkdJZ6Mkshg,k-ClRJsPYJtsI8NRtiLdTA,2012-07-16,4.0,"Delicious and a not so bad way of cheating on a diet, okay its bad but how could one resist fries cooked to perfection and crispy battered fish deep fried to perfection and if that's not good enough they even deep fry chocolate bars that's right deep fried chocolate bars .. this place is more than a must go .its a demand from the glutton king himself., nan",3.7,Tibergula Le Glouton,32,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
vVCqGbeXrD_nTRLSGmIlOw,k-ClRJsPYJtsI8NRtiLdTA,2014-01-13,5.0,"Best fish and chips in town. EVEN HAS THE NEWSPAPER. 

I recommend the sole, as it's the most basic original entree. The other choices (sour cream + onion batter) are very good as well, nan",4.09,Jonathan,11,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
wfPrUo6V-ITW2ANGIe3IwQ,k-ClRJsPYJtsI8NRtiLdTA,2014-09-16,4.0,"Probably the best fish and chips I've had in Montreal so far! They can literally fry anything it seems and they do a good job presenting customers with hearty portions. The service can get slow at times, but definitely a place to check out in Old Montreal!, nan",3.01,Shelvin,128,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
whL4at8TVOnTqdZINukjrQ,k-ClRJsPYJtsI8NRtiLdTA,2014-01-05,4.0,"We tried the vegetarian halloumi & chips, with a salad and mushy peas. It was delicious! The portions were great for 2 to share and the halloumi was not drenched in oil, but remained fresh and tasty. A great experience. Could have more seating or a terrace for the summer, but overall will definitely be going back for the portions and great taste., nan",3.44,Laura,42,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
x4QFNQ0m_hZ2Xv_5MvZvng,k-ClRJsPYJtsI8NRtiLdTA,2014-11-09,1.0,"Decided to give it a try after reading so many positive reviews. I'm visiting from Vancouver where we have some outstanding Fish n chips places. 
Went to the McGill location on a Saturday afternoon, and the place was almost full.
Girlfriend and I ordered the Cod and chips each, and the orders came promptly.
Firstly, the appearance gave and indication on how the taste was going to be. The fish's batter was overcooked and was very dark. The fries were the same, overcooked, and not uniformly cut. 
Like the author of one of the reviews mentioned, it doesn't appear that they flour and egg wash the fish. The batter was slimy on the inside, and frankly put us off.
There has to be a better fish n chips place in Montreal?, nan",1.0,Firoz,2,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
xYJsGXp8AONz4bu5aLYVfg,k-ClRJsPYJtsI8NRtiLdTA,2015-07-17,5.0,"Service rapide et courtois ! Mignon petit restaurant et nourriture délicieuse ! J'ai pris le saumon avec la panure Guinness et c'était vraiment bon ! Mon chum a pris le poisson du mois de la morue bleu panure hawaïenne jambon ananas et c'était tout aussi délicieux ! C'était mon premier Fish n chips et je dois dire que c'était très réussi ! Ce restaurant m'avait été recommandé par un ami a mon chum et je ne suis pas déçue ! Ça vaut le déplacement et les prix sont également très abordable !, nan",4.2,Mélanie,5,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
xYsj5XMPuoXYRBh4rLu17A,k-ClRJsPYJtsI8NRtiLdTA,2013-10-11,4.0,"This our second lunch on day #1 of our visit to Montreal. We really had no business eating another lunch but we were there to bust a gut and decided a highly rated fish n chips joint was too tempting to pass up.

For the fish choices, they had cod, haddock, salmon, hake & sole. We shared the haddock which came with nigh perfect crinkle cut fries. The fish was moist, had a thin crispy batter and tasted great once we added the malt vinegar, lemon or tartar sauce. Slightly disappointing was the portion size of the fish. There was one medium sized fillet and two small ones - not like the large sized fillets you get when you order fish n chips in England... but I'm usually of the mindset that taste triumphs all, so it was all good. 

To wash down the food, I got the Burgundy Lion Ale which is the only beer they had on draft. It was a crisp beer that went well with the dish and the best part was you could get half a pint for $3.50. 

Fish+chips+a pint of beer=$24 all in. Now that's an equation that would make me a happy customer any day of the week, especially when the food is tasty like it was at Brit & Chips., nan",3.63,Zaman,660,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
xezzz4Dl7W0Si2Sj069JOw,k-ClRJsPYJtsI8NRtiLdTA,2012-07-03,3.0,"Nice enough for what it is. The service was slow, but they were apologetic, so we didn't mind too much. The chips were a little overcooked but the fish was very nice and they have some very creative batter/fish combinations to choose from., nan",2.14,Simon,7,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
xqWhh2bH47CrPzJfAzhy4Q,k-ClRJsPYJtsI8NRtiLdTA,2012-03-28,4.0,"Bouffe - Ces gars-là connaissent leur friture ! On vous offre une variété de poisson avec une friture propre à chaque type de poisson. La friture à l'érable est vraiment bonne. Les crevettes cocktails frites sont bien croustillantes et l'œuf écossais très intéressant. Un œuf cuit dur, enrobé d'une saucisse, le tout frit ! eh eh !

Ambiance - le restaurant fait très bistro de coin de rue avec les tabourets et les comptoirs en tuile carrés de couleur jaune. Un style qui donne un certain charme à la place dois-je dire !, nan",3.77,Stéphane,35,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
y3FTaotN0O-V41cBiZXnFA,k-ClRJsPYJtsI8NRtiLdTA,2013-06-17,4.0,"What's a yogi to do after an intense 90-minute yoga class? Hit up Brit & Chips, of course! I mean, what's the point of sweating my a$$ off doing Power yoga if I can't treat myself to some deep-fried goodness after? 

I ordered the Haddock, which was deep-fried in a maple syrup batter. It was deeeeee-licious! I was a little worried that the maple syrup would cause the batter to be too sweet but the truth is that I barely tasted it. In fact, if I didn't specifically know that there was maple syrup in there, I'd never have guessed. NOW: the fish was so very flaky and moist and well, perfect. The batter was plentiful, yet light and crispy. The whole damn concoction was simply amazing and, in my opinion, the ratio of fish to batter (or vice versa) was perfect. Bonus? The homemade tartar sauce had a nice little bite to it as well. Tasty.  

As for the chips - well, this is a huge compliment where I come from: they reminded me of the ones my mum makes at home. Nice and thick, golden and not too fried, and thus, not at all oily or greasy. I'm not an expert but these fries were not cooked in week-old oil. Or maybe they were and they're just really good at hiding it. Who knows? In any case, the lot (fish, chips and all) were served upon newspaper, in a pie plate. I finished off the night with a .99 cone topped with one of my favorites: Flake. Noms.

The restaurant itself is small, but they do have a terrace that you can enjoy as long as you don't mind the pedestrian traffic. They have a fairly extensive menu for such a small joint as well, so go check'em out!, nan",3.84,Ann,431,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
yGUygPMkJxT0wK2e5tk8AA,k-ClRJsPYJtsI8NRtiLdTA,2014-07-07,5.0,"Thoroughly enjoyed my meal! I orders the Haddock cooked in maple batter and my wife ordered the fish that came in the sour cream and onion batter. The fish was crisp and fresh out of the grease. Homemade tarter sauce was on point and the beer on tap paired nicely. Although it was only two pieces and fries, we both left full and satisfied. Would definitely recommend., nan",4.72,John,18,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
yJi4gQUIK1NAs8nD65aS7Q,k-ClRJsPYJtsI8NRtiLdTA,2014-06-04,4.0,"British fish and chips in a predominantly French Canadian province! The name of the place is pretty simple and self-explanatory.

HADDOCK (maple syrup batter) - Acts like a slightly sweet batter. The maple flavor gets lost a bit in the fried grease.

SOLE (sour cream and onion batter) - WOW. If you have a weakness for sour cream and onion junk food, then GET THIS. You get the flavor immediately on the first bite.

Hake (orange crush batter) - One of the most curious types of batter out of the selection. We opted for the half portion ($6) to try this out which was the right choice over the full portion. The flavor is only mildly sweet won't the most bare flavor of orange soda present.

Shrimp Scampi Salad - The shrimp is flavored with herbs and abundant throughout the salad. The salad itself isn't too special. It's not like you have a decent amount of other options if don't want the chips portion with your fish order. Speaking of the chips, they're decent also with a bit of salt.

Overall a good change up of cuisine located in Old Montreal. This place won't break your tourist wallet and prices are super cheap for fish. Everything is fried crispy, and well portioned, definitely recommend (if you're tired of poutine)., nan",3.61,Long,236,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
ykvWYxYmjWEryw96Z4i6aQ,k-ClRJsPYJtsI8NRtiLdTA,2015-05-14,4.0,"Fish: Really quite good! Enjoyed the haddock. Fish light and fresh, batter not too heavy or too sweet.
Chips: Pretty good.
Mushy peas: Not as much of a standout as what I (subsequently) had in England, but still good.

If you're a fish and chips fan, it's a winner., nan",4.05,Samuel,352,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
ykzfwulyocZBQQAc9IbOlg,k-ClRJsPYJtsI8NRtiLdTA,2014-07-17,4.0,"Took me back to England!

Good crispy fish, not overly oily or battered. The shrimps are also totally worth mentioning, the kind of side you savor as long as you can!

Definitely a must-go Fish&Chips place in Montreal. Try the home brewed beer, very good!

Prices are reasonable for the fish quality!, nan",4.0,Bunjies,18,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
yyuapq_YNhZuvNeTY7xYjQ,k-ClRJsPYJtsI8NRtiLdTA,2013-10-25,4.0,"For our first night in Old Montreal, my wife and I just wanted something quick and somewhat familiar to eat. We were rewarded with an unexpectedly good meal at Brit & Chips.

Between us we had the sole with sour cream and onion batter, as well as the halibut with maple syrup batter. The fish was well-cooked, and the batter was not overly thick. We both loved our fish, and the ""chippies"" were good as well.

The restaurant was cramped but clean, and the staff was very friendly. You essentially come here for the food, not necessarily the atmosphere. If you even think you like fried fish, you will love this place. We would definitely come back., nan",3.69,Chris,13,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
zC39vjBhod1eJZrv910AjA,k-ClRJsPYJtsI8NRtiLdTA,2012-07-11,3.0,"Brit and Chips offers five types of fish, each (not including the fish of the month) with its own unique batter - not including the Veggie Haloumi ""fish""; the fake, mock fish... the ""fockish"". I had the salmon in Guinness batter. Two generous hacked fillet of salmon, I had the ""with chips"" option on the menu; I mean what's fish and chips without the French fries, I mean chips? Then it would just be ""fish"" and that's not fun. Not that it goes without saying, but the chips were as honest as a 19th century British machine worker covered in soot - hard on the outside and pillowy inside; never call a factory worker ""soft"".

Salmon has a tendency to dry out and become dense when overcooked - the fish was perfectly cooked, tender and flakey while remaining a blushing pink in the middle. You can't really taste the actual Guinness in the shattering batter, however, the dark, murkier and earthy flavours that a stout has is definitely noticeable after a few bites as the flavours linger in your mouth., nan",4.1,Jason,118,"['Fish & Chips', 'British', 'Restaurants']",Brit & Chips,"433 Rue McGill
Ville-Marie
Montréal, QC H2Y 2H1",Montréal,QC,business,45.5005532,-73.5581636,False,beer_and_wine
--0KsjlAThNWua2Pr4HStQ,s4QDG7jg9JafcugkggE6Xg,2014-07-19,5.0,"This place rocks. Looks can be deceiving and this place would be a testament to that. 

The place has some great authentic Korean food. You can eye-witness the cooks making the food from scratch in the area right next to the tables, so that's as authentic as you can get. Can i get a BIM BI BAP? 

The price is very reasonable, and the wait staff are very friendly. 

You will not be dissapointed., nan",3.95,Steve,59,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
-LwMcDDqZvh52YyEUTTCJg,s4QDG7jg9JafcugkggE6Xg,2013-05-01,4.0,"What a cute little place this was! The servers were super friendly, and the food was just great! We were surprised by the metallic chopsticks, but they were easier to use than expected. We had the Kalbi and the Bulgogi - both super excellent. The portions are slighhtttly on the smaller side, so you might need to order a few plates to share, but a really nice place overall., nan",3.45,Noha,168,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
0H5aZUY7octOQmgazLdnUg,s4QDG7jg9JafcugkggE6Xg,2015-07-14,5.0,"Went there with family and loved the food and ambience.  Friendly staff and amazing food.
Deserves 5 star rating, nan",5.0,William,3,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
0dw4cdNKefqCtyOMnVABow,s4QDG7jg9JafcugkggE6Xg,2015-08-15,5.0,"Unbeatable bibimbap. Always quick and always perfect., nan",4.11,Genevieve,45,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
3xtLvense3GiGk0UEu7x7g,s4QDG7jg9JafcugkggE6Xg,2015-11-19,3.0,"Resto coréen sympa, mais trop de monde quand j'y suis allée et un peu serré comme disposition., nan",2.5,Ah Koi,2,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
6C0NuWG63jMmaUGtGMvJtQ,s4QDG7jg9JafcugkggE6Xg,2015-02-28,4.0,"This would be the perfect place to be at during a blizzard storm. Why? It's because you can get tasty boiling hot soups for cheap that will you keep you warm for the rest of the day. With charming atmosphere and service, this place would be hard to beat during winter. Once that soup is down in your belly, you feel like you can tackle snow storms!, nan",3.95,Richard,63,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
8ZQz99lrL6CNCHcrTGUoaw,s4QDG7jg9JafcugkggE6Xg,2014-09-17,1.0,"Disgusting place. The place is noisy and small. You cannot hear what the waitress is saying. It sounds like a bee. If you don't understand what she is telling to you, she will repeat it rudely with an angry face. 
The soup I ordered is very salty. And the service is horrible.  Really disappointed 
Anyway, this is the worst korean restaurant i met and I will never come back at this place, nan",1.0,Arnaud,5,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
8z-haOwH8O0Nw4R6JohwWA,s4QDG7jg9JafcugkggE6Xg,2013-11-03,5.0,"I was in Montreal for a quick get away and was craving some Korean food.  Living in New York, I yelped for a Korean place to eat in Montreal i originally missed this place when I came here a month ago due to maintenance they opened after 2pm didnt know assumed the place was shut down.

I ordered the bulgogi and the kalbi and the bi bim bap was real good there better then I had in a long time. They give you a decent amount of food but coming from America the standard here is much more then the standard served in other countries so I knew I would have to eat twice the normal amount to satisfy my hunger.

The restaurant has really nice decor and the chalkboard adds a nice touch to it. The kitchen is literally right in front of you so you see them cook the food and the staff is very attentive and kept asking us the food was up to our standard. All in all it was great food and a good atmosphere will repeat., nan",3.45,Robinson,71,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
9SBS9FQE9F-C0je2EI4uiA,s4QDG7jg9JafcugkggE6Xg,2014-11-11,3.0,"This place has decent Korean food at an affordable price. We had the bibimbap and tuna kimbap, which were relatively simple dishes. Be warned - the yelp page claims that they accept credit card, but I was told I could only pay with cash or debit card. I took 1 star off for misleading information., nan",3.71,Nancy,17,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
9VPjskdlp2-IfJ4VLLQT8w,s4QDG7jg9JafcugkggE6Xg,2015-02-03,3.0,"This is not the best Korean restaunrant i've been to, but definitely not the worst. Their food is average. Service is quick and effective. I recommend the stir fried pork with rice and their fried chicken as appetizer., nan",4.35,Tracy,17,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
ASRvV3a6WHxvV6wOBsbG_w,s4QDG7jg9JafcugkggE6Xg,2013-06-11,5.0,"I was in Montreal for business and was craving some serious Korean food.  Living in Los Angeles, I have pretty high standards when it comes my peeps cuisine.  I was very happy to have found Kantapia.  The place was decorated very well (Korean style), it was packed with many customers, and the service was fast.  I believe this place was only open for three weeks when I went.

I ordered the soon tofu chigae (hot soft tofu stew), haemool pajun (seafood pancake), and daeji bulgogi (spicy pork).  Yes, I ate all three.. i was hungry.  My favorite was the spicy pork and soft tofu stew.  The marinade was just right and spices were perfect.  The seafood pancake was more of an egg omelet and the scallions were a bit big, so it wasn't the typical seafood pancake style, but it was still good regardless.

After my meal, I had a nice conversation with the owner's daughter (who was very cute by the way) and learned more about Montreal and the Korean community.  Overall, it was a great dining experience and I'd recommend this place without any hesitation.  I was pleasantly surprised to find such an authentic Korean restaurant in Montreal.  Kantapia is a must try!, nan",3.16,Charles,207,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
Ara9S2MH_wZ_eypNCObRUw,s4QDG7jg9JafcugkggE6Xg,2014-10-18,3.0,"La place est vraiment sympa, on s'y sent de suite bien. Et la cuisine est toute ouverte, on peut donc voir les cuistos, et ça, c'est sympa !
Côté repas, c'est bon mais sans être original ni très surprenant. A choisir un resto coréen, nous irons dans les autres déjà testés, nan",3.75,Caroline,76,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
CtlL4RpgGaFiToqbe4AQgw,s4QDG7jg9JafcugkggE6Xg,2015-10-20,3.0,"I like the food here but my friend said it is not so good. For korean food, it's a little bit bland., nan",3.89,Yu,18,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
DetBnT92Zu-LdL3U8YaxQg,s4QDG7jg9JafcugkggE6Xg,2014-08-14,4.0,"Great spot for Korean food! The service is friendly and fast. Small location but very nicely decorated Korean style. I ordered bibimbap and dumplings, both were delicious. Highly recommended, but I suggest you arrive in small groups as seating is limited... Enjoy!, nan",3.94,Jorge,18,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
DfUFSkMG5v0xWOOviyWqqQ,s4QDG7jg9JafcugkggE6Xg,2013-09-11,5.0,"awesome korean food!  you know it's legit when an entire korean family is cooking in the kitchen.  very cute establishment.  felt like i was eating at a friends house.  if i visit montreal again, i will definitely make a pit stop at kantapia., nan",3.64,Akiko,22,"['Korean', 'Restaurants']",Kantapia,"364 Rue Sherbrooke O
Montréal, QC H3A 1B5",Montréal,QC,business,45.508094,-73.5712054,False,none
